name,category,icon,downloads,updateDate,description
Pet Shop Story: Halloween,Game,https://lh4.ggpht.com/42NsdLzh6aDdrefa2sVTveAO-xGbpjrVZJT6ku8x18PVFxCxwE2OzvBWarCyibyJVw=w300,"500,000 - 1,000,000","October 16, 2013","The #1 FREE Pet collection game returns with Pet Shop Story: Halloween! Create the perfect Pet Shop for your favorite lovable animals, and share with your friends! Design, decorate, and collect hundreds of adorable pets! Celebrate Halloween with themed animals, decorations, and fantastic storylines!  Set up a thrilling and spooky shop and attract more customers!- COLLECT hundreds of super-cute pets! Kittens, puppies, birds, and bunnies! - CREATE new breeds by mixing and matching pets! - CARE for adorable baby animals! - DESIGN the Pet Shop of your dreams with fun decorations and playful products! - BUILD beautiful habitats! Fun for pets and people! - SOCIALIZE with other Pet Shop owners, and their pets! - INVITE your Facebook and Storm8 friends to set up shop, right next door! - ENJOY stunning graphics, art, and animation! - FREE to download, FREE to play, and FREE weekly updates with new pets, decorations, and breeding combinations!And best of all? NO doggie bags!Pet Shop Story: Halloween is the BEST looking FREE pet game for your Android devices!Please note: Pet Shop Story: Halloween is an online only game. Your device must have an active internet connection to play.Please note that Pet Shop Story: Halloween is free to play, but you can purchase in-app items with real money. To disable this feature, go to the Google Play app on your device, tap the Menu button, select Settings > Use password to restrict purchases. Then follow the directions to complete setup. In addition, Pet Shop Story: Halloween may link to social media services, such as Facebook, and Storm8 will have access to your information through such services.TeamLava, a Storm8 studio, is the #1 Mobile Social Game Developer on Android, iPhone, iPod Touch, and iPad.Use of this application is governed by the TeamLava Terms of Service. Collection and use of data are subject to TeamLava's Privacy Policy. Both policies are available at www.teamlava.com/terms and www.teamlava.com/privacy"
Baby Pet Vet Doctor,Game,https://lh4.ggpht.com/Lm7iwrjqJapvbBd6ZFCu4Vjp6PfJFFFY7ZQzmrG_C3YzZhhkXuvnZgM_L8hve0wLRg=w300,"500,000 - 1,000,000","October 28, 2013",There are a lot of cute baby pets and they got sick. Please help me cure these baby pets and make them recover.
Car Wash & Design,Game,https://lh3.ggpht.com/Eg_vp3s4p5BwbcpR4Pn3SU0o0y7t7O04lRuVPX0rXitAnenGRx3kfT6lw0yGKkD7QVqg=w300,"1,000,000 - 5,000,000","October 11, 2013","Oh my god, this great car is so dirty.Help clean this car now!"
Spy Camera Ultimate,Game,https://lh4.ggpht.com/G9HVa7hQ5-SQm9ZUoo3GDxso0XUR4_G0LA5DPXjUcDdHrYPzY7pkc07JS83aTqi60Bs=w300,"1,000,000 - 5,000,000","October 28, 2013","A free and awesome Spy Camera for Android. Ever wanted to record videos secretly without anyone knowing? Now you can with this free app!Want to film someone or something without having your screen show what you are recording? Spy Camera lets you to do this with ease.Recent changes:Updated interface, performance enhancements"
Disney's Ghosts of Mistwood,Game,https://lh3.ggpht.com/8-uNs3tgNqxLro18JeHTQ092bXpMVD_UrZa9SCXTiAlaBGVdNjHGY2cdhrVWcV4r-C0=w300,"500,000 - 1,000,000","October 23, 2013","Travel to a haunted estate to find your missing aunt!In Disney's Ghosts of Mistwood, your beloved Aunt Virginia has been kidnapped, and she needs your help! The Dark Spirit has hidden her somewhere on your family's haunted estate, and she's counting on you to save her from his clutches. Embark on your search for clues by helping Mistwood's ghostly residents restore the Mistwood family estate to its former glory.== GAME FEATURES ==- Beautiful HD Graphics- Hundreds of Crafting Recipes.- Dozens of Ghosts and Characters to meet.- Customize your estate with unique buildings and decorations.- Explore the Estate and beyond to solve mysteries.- Exchange rare ingredients with your friends.- Download now and play in your choice of English, French or German!== IMPORTANT ==- Internet connection is required to play Ghosts of Mistwood.- Requires OS 2.2.3 or later.- Game play is not linked with the Facebook version of Ghosts of MistwoodSolve mysteries and find your aunt - play Disney Ghosts of Mistwood now!"
Tiny Hero,Game,https://lh6.ggpht.com/khNRZTYtOoY5rt0Yn-WX7dVpKA_fWLlSe4op9iaeyP3RzTLcrBJU0lM5ciWvVSFhrQ=w300,"500,000 - 1,000,000","October 14, 2013","Tiny HeroTiny Hero is a free to play shooting game. Play with hundreds of thousands of people from all over the world together! # Battle is turn based. Real-time PvP makes every battle unique.# Team play - You can play together with your friends!# Scenario mode - challenge yourself to beat all enemies!# Realtime top chart with abundant reward!# Tons of weapons, skills!Tiny Hero, win the big battle now!"
Real Steel World Robot Boxing,Game,https://lh3.ggpht.com/AAiCljxUq5xPqu6Kmh4mRUhND2I9eb9o2XG2_MRdb3810EwZ7UCUJdQ8E5X617TdGg=w300,"1,000,000 - 5,000,000","October 31, 2013","TOP GAME REVIEWS: ""Another Cybernetic Hit — The follow up (to Real Steel) is a knockout!"" - 148Apps ""The game doesn't disappoint, with better graphics than Real Steel and creative robot designs."" - GamezeboBecome a robot champion ONCE AGAIN! Fans of the smash hit Real Steel with 10 Millions Downloads comes next version with More Robots, More Action and More Fun!Real Steel World Robot Boxing packs bigger punches, harder-hitting battles, and double the action of its predecessor Reel Steal with better graphics, brand new robots, more modes and head-to-head multiplayer. In the not-so-distant future where boxing is taken to the extreme, people and robots synch up for a larger-than-life entertainment experience. Pilot a bot-crushing behemoth and jab, uppercut and haymaker your way to victory!Real Steel World Robot Boxing features:-- A total of 24 mean machines, including fan favorite superstars such as Zeus, Atom and Twin Cities. Now eight new contenders have entered the ring; brawl as Touchdown, HollowJack, Blockbuster, Biowar and more!-- 10 different arenas that barely contain these hulking mechanical brutes.-- Championship, Time Attack, Daily Exhibition and Free Sparring; four diverse modes that will test your mettle AND your metal. -- Bigger, better and now social! Take on friends in live local Wi-Fi multiplayer and fight your way up the leaderboards. -- Customize with decals, load up with upgrades and get a fighting edge with power-ups! -- The movie springs to life with new special moves and cinematic Rip-Offs.-- Real-time action that tests both strategy and reflexes… do you have what it takes?Based on Dreamworks’ 2011 film starring Hugh Jackman, the gritty action of Real Steel takes place in a frenzied arena where boxing has gone high-tech. Players will fight, collect, and customize an awesome roster of titans towering over 9feet tall and weighing in over 2000 pounds. Players slug it out to prove who has the real steel to become the Ultimate World Robot Boxing Champion! Real Steel features rich gameplay and high replay value, with over 10 million downloads to date!Visit us: http://www.reliancegames.com Like us: http://www.facebook.com/reliancegames Follow us: http://www.twitter.com/reliancegames Watch us: http://www.youtube.com/reliancegames"
Bubble Shooter Paradise,Game,https://lh5.ggpht.com/slg2Dh1BVeX3TbHnfsKtM0m2_T2t6XivGvx-VCyOxhvMqhnlwtvvT5pCrfgqHr-Iow=w300,"50,000 - 100,000","October 17, 2013","Bubble Shooter Paradise is an amazing bubble-shooter game featuring addictive gameplay and over 300 handcrafted levels!The game is easy to play to hard to master - it exercises your strategic and planning skills, while offering hours of fun and entertainment. Shoot bubbles and match colors to pop your way to victory!- Over 300 handcrafted challenging levels!- Beautiful and easy to use interface- Integration with global and friends leaderboardSee what other players had to say about this game:★★★★★ ""This is so addicting I stayed up till 2am playing it"" Sjjduc★★★★★ ""Very clear design and easy but interesting process. A great serious game to switch off from all your daily worries."" Aschaa★★★★★ ""Whew, this game is a mind-challenging adventure"" My.Girl2★★★★★ ""Great game, played it for hours. Excellent stress reliever"" Jummy675"
Archery Tournament,Game,https://lh4.ggpht.com/-fj6zfgkPN28wpB_2WKObQlQRAG5Z5zZQtxUyaqhgj5C4gQ1D7oql2YI3erJTVnWrQ=w300,"500,000 - 1,000,000","October 16, 2013","Discover this top free archery game with tournament mode, great performance, small install size, and amazing features!- Intuitive and super precise aiming, feels like realistic archery- Multiple archery locations with awesome photorealistic graphics- Great sound, visual and haptic touch effects to complement the real archery feel- Tournament archery mode with 4 preset tournaments you can play with up to 8 human or computer players to figure out who's the best- Tournament Editor, to make your own customized tournaments!- Endless archery ranking mode, beat the highscores with revolutionary checkpoint endless system- Completely free, fully featured realistic archery sports game with tiny install size- Integrated with Immersion tactile effectsIntuitive controls, realistic physics, multiple archery locations and play modes make this one of the best Archery games on mobile."
Baby Dream House,Game,https://lh3.ggpht.com/svD0rhjnudNo8RG1mhTV6queXXg-2Agi7fnFn0E4MtlcOIRzV0w1RjewFJF5mvDmGw=w300,"500,000 - 1,000,000","November 4, 2013","Do you like babies? TabTale is bringing a digital baby to you! Now it’s time to go all around the house with your baby and do all the fun things she wants but you also need to take care of her! Toilet Time!Using the toilet is a super important part of any baby’s life! You need to make sure she knows how to ‘go’. Don’t forget to wash her hands, and brush her teeth too! Make sure she keeps her good hygiene habits for life!Eating time! For this adorable and fun baby to be super healthy and happy, you need to give her the best kind of food and make sure that she’s all clean once she’s done eating! Gardening! Once your baby’s awake, go take care of the garden with her! She’s in the inflatable pool, and you need to put your green thumb to good use when you tend to the garden! Now it’s time to get cleaned up! Bath time is a lot of fun, and it’s important too! Give your baby baths before and after playtime! Now let’s get creative! It’s time to show the world how you can create a masterpiece! Try out all the utensils and all the colors to be the next Picasso or Mondrian! Laundry list! Now that we’re done in the art room, it’s time to get our clothes cleaned and ready for dressing up! Separate the clothes, white from colors, and use the right detergents! Time to clean up the house! Phew, after all the fun activities, it’s time to clean up the living room before we can play inside too! Teach your baby what tools to use to make it all sparkling clean! Dress up! It’s been a long and fun day but before it ends, we need to play some dress up to let your imagination run wild and look amazing too! Bedtime! Full days like these are one in a million but they all end in a sweet story for your starry eyed baby!What's inside:> 4 babies! > 9 games and rooms inside and outside the house! > 20 shirts & dresses> 10 pairs of fun & fancy socks > 10 pants, jeans, skirts overalls and bloomers> 21 bracelets, necklaces and watches > 10 hairstyles> 10 funky hats, 30 sunglasses> 10 pairs of crazy and fun shoes, sandals, boots> 10 toys, wagons, baby carriages, balls & moreWE VALUE YOUR FEEDBACKParents and kids are our best reviewers. If you have a moment, feel free to rate and review our app. We'd also love to get your feedback to our email: support@TabTale.comABOUT TabTaleSearch “TabTale” on Google Play and discover more incredible apps for young kids. TabTale’s smart games provide an exciting, interactive, and rich educational experience. Filled with innovative and engaging activities, each application inspires creativity and imagination in a way that is uniquely enjoyable and stimulating. Let the games begin! More games are coming soon....Join our Facebook Page: www.facebook.com/TabTaleFollow us on Twitter: @TabTaleIf you're having problems with downloads, installs, refunds, payments, or Google Play access, please contact Google Play team through the Google Play Help Center at https://market.android.com/support/ and user forum at http://www.google.com/support/forum/p/Android+Market.By downloading this application you agree to the Terms of Use of TabTale Ltd. which are available to your review on http://tabtale.com/terms-of-use.NEED HELP?Contact us 24/7 with any questions or comments: support@TabTale.com"
